Douglas Adams	Q42
John Creasey	Q1699682
John Darnton	Q1699753
John Gilmore	Q1700224
Jessamyn West	Q1688127
Joe Klein	Q1691492
Joanna Glass	Q1690813
John Saul	Q1701683
John Thomas Sladek	Q1701769
John Peale Bishop	Q1701373
Jilly Cooper	Q1689012
Joey Goebel	Q1691822
Ken Grimwood	Q1697118
John Habberton	Q1700337
John Middleton Murry, Jr.	Q1701097
John T. Phillifent	Q1701926
John Vornholt	Q1702027
Jerry Yulsman	Q1687888
Joaquin Miller	Q1690875
Octavus Roy Cohen	Q1699493
John Lanchester	Q1700782
John Oliver Hobbes	Q1701256
John Pielmeier	Q1701433
Stanisław Dygat	Q723360
Robert Cushman Murphy	Q725625
Doug Wright	Q722807
Peter Barnes	Q723964
William Wilson Hunter	Q724677
Juliusz Kaden-Bandrowski	Q724811
Chad Varah	Q725542
Julian Przyboś	Q725977
R. S. Thomas	Q725745
Alonso Cueto	Q723761
Hermenegild Jireček	Q725646
Henry Dudeney	Q723598
Edmund Blunden	Q725559
Aleksander Świętochowski	Q723324
Chabua Amirejibi	Q724900
Lorenz Hart	Q725828
Masaharu Taniguchi	Q722417
Gene Brewer	Q2023638
Paul Alexis	Q2058686
Paul Zindel	Q2063290
Magdalena Tulli	Q2068682
Frédéric Soulié	Q2031275
John Michael Greer	Q2068521
P. C. Wren	Q2070199
Robyn Young	Q2075584
Robert Smythe Hichens	Q2037944
John Edward Williams	Q2077062
Karl Marlantes	Q2038095
Pasquale Festa Campanile	Q2055700
Patricia Marx	Q2057234
Harold MacGrath	Q2060612
Paul Sussman	Q2062647
Robert Swindells	Q2064855
Daisuke Satō	Q2066927
Bapsi Sidhwa	Q2020488
Paul Erdman	Q2035970
Stuart M. Kaminsky	Q2036138
Patrick Ness	Q2057843
Stanley Ellin	Q2066108
Tom Perrotta	Q2055564
Wayne Barlowe	Q2062387
Stephen Chbosky	Q2070360
Margaret Neilson Armstrong	Q2026837
Pavel Ivanovich Melnikov	Q2064962
Thomas H. Cook	Q2072876
Walter Van Tilburg Clark	Q2546934
Warren Miller	Q2549768
Dav Pilkey	Q2550486
Mavis Gallant	Q2550824
Kenneth Johnson	Q2572548
Fabio Volo	Q2575446
William Edmund Barrett	Q2578525
Colin McAdam	Q2578577
Lev Grossman	Q2558063
William C. Dietz	Q2578202
Roland J. Green	Q2558680
Ginés Pérez de Hita	Q2561210
Warren Adler	Q2549643
Leonard Carpenter	Q2553892
Michael F. Flynn	Q2577687
Henry Bordeaux	Q2558435
Jay Anson	Q2560807
Yoshiyuki Tomino	Q1325374
Tom Rob Smith	Q1334536
Elizabeth Hamilton	Q1331219
James Aldridge	Q1340595
Emil Petaja	Q1336654
Thomas Lennon	Q1319539
Elleston Trevor	Q1332098
Réjean Ducharme	Q1340586
Eric Flint	Q1320489
Elaine Dundy	Q1324800
Maurice Talmeyr	Q1325821
Rudolfo Anaya	Q1326764
Hammond Innes	Q1334230
Robert Baer	Q1322900
Jonathan Tropper	Q1330299
Elliot S. Maggin	Q1332266
Emmanuel Bove	Q1338209
Gardner Fox	Q1333848
Gary Shteyngart	Q1334139
Hajime Kanzaka	Q1335454
Fujisawa Shu	Q1337482
Julian Rathbone	Q1712045
Justin Scott	Q1714224
Kevin Crossley-Holland	Q1740117
Peter May	Q1743290
Julia Spencer-Fleming	Q1711920
Kim Leine	Q1741530
Amrita Pritam	Q1705018
Kevin Brockmeier	Q1740091
Marie Lee	Q1722465
Karyn Bosnak	Q1734730
Kazuma Shinjō	Q1737557
Jonathan Keates	Q1703210
Kevin Dilmore	Q1740128
Nicholas Mosley, 3rd Baron Ravensdale	Q1704763
K. Sello Duiker	Q1718199
Peter Berresford Ellis	Q1727806
Kevin Siembieda	Q1740258
Gordon Lish	Q1704428
Alain Gerber	Q1735899
Robun Kanagaki	Q1723541
Kat Richardson	Q1735517
Kerrelyn Sparks	Q1739587
Peter Telep	Q2078616
E. Hoffmann Price	Q2085846
Scott Lynch	Q2092466
Joseph Finder	Q2125259
John Pearson	Q2087995
Simon Clark	Q2082072
Philipp Meyer	Q2087069
Phil Jimenez	Q2086261
Pietro di Donato	Q2094545
Daniel Mason	Q2111663
Paul Di Filippo	Q2079223
Phoebe Atwood Taylor	Q2088428
Lawrence Watt-Evans	Q2095351
Roland Smith	Q2110818
James W. Hall	Q2126116
Edward Page Mitchell	Q2088464
Rabih Alameddine	Q2125041
Sarah Prineas	Q2083562
Megan Whalen Turner	Q2100107
Polly Horvath	Q2102180
Theodore Hook	Q2117649
Philip Gilbert Hamerton	Q2086752
John Reynolds Gardiner	Q1344217
Roger MacBride Allen	Q1346691
Peter James	Q1346678
Francis Durbridge	Q1344686
John Shirley	Q1346126
John Wain	Q1343804
Jed Rubenfeld	Q1344078
Sid Fleischman	Q1344495
Nakamura Shinichiro	Q1344451
Fernando Sabino	Q1346664
Peter O'Donnell	Q1341654
J. P. Donleavy	Q1346976
John R. Pierce	Q1340677
Peter Cheyney	Q1344250
Taruho Inagaki	Q1345227
Michael A. Stackpole	Q1347163
Samuel Edward Krune Mqhayi	Q731943
Beat Fäh	Q813062
Shamsur Rahman	Q734564
David Greig	Q726345
Cirilo Villaverde	Q727043
Nell Irvin Painter	Q730820
Barbara Strachey	Q807651
Barry Siegel	Q809095
Barry Hugman	Q809047
Ben Carson	Q816459
Ben Goldacre	Q816499
Kamagurka	Q733050
Konstantine Gamsakhurdia	Q737874
Bartolomé Torres Naharro	Q809546
Ray Loriga	Q734340
Cajsa Warg	Q730516
Clifford Odets	Q734944
Barbara Wersba	Q807689
Steven Levitt	Q730969
Conor Cruise O'Brien	Q735593
Yvor Winters	Q728959
Osvald Sirén	Q733791
Robert Loren Fleming	Q736860
Barbara Bartos-Höppner	Q108012
Harry Kemelman	Q1347301
Heinrich Steinhöwel	Q108124
Pascal Bruckner	Q1348334
Tristan Egolf	Q1349276
Jörg Graser	Q107866
Ivan Southall	Q1347607
Seán Ó Faoláin	Q1348153
Robert W. Chambers	Q1349144
Jonathan Kellerman	Q1349245
Stephen Vincent Benét	Q1348138
Paulo Lins	Q1348768
Greg Iles	Q1349027
Auguste von der Decken	Q767396
Bodo Mrozek	Q889963
Peter Stern	Q889878
Boris von Brauchitsch	Q893809
Michael Grant	Q1752975
August Sturm	Q764160
Auguste Pattberg	Q766846
Sandra Scoppettone	Q1747615
August Wilhelm Grube	Q764608
Don Webb	Q1749125
Jean Ray	Q767437
Ernst Joachim Förster	Q878132
Reiner Zimnik	Q881174
Ludwig Pietsch	Q896273
Auguste Herz	Q766592
Bob Rozakis	Q888225
Palagummi Sainath	Q895915
György Dalos	Q901368
Bernhard Kaißer	Q825390
Nikolaj Frobenius	Q2981169
Darin Strauss	Q3016126
David Weddle	Q3018973
Delphine Coulin	Q3021818
Richard Baker	Q3029392
Bernhard Grueber	Q825138
Bernhard Kegel	Q825414
Craig Davidson	Q3001999
Daniel Crozes	Q3013893
Matthew Quick	Q3018710
Deborah Moggach	Q3020878
Delphine Bertholon	Q3021801
Dinaw Mengestu	Q3028276
Dan O'Brien	Q3013156
Ajit Cour	Q2995789
Ian Stuart Black	Q3019860
Bernd Perplies	Q823986
Bernhard Klausnitzer	Q825435
Tony Parsons	Q2991109
Daniel S. Milo	Q3014458
Tsukasa Kawaguchi	Q3019598
Cécile Coulon	Q3009720
Leo Rosten	Q3029344
Antoinette Henriette Clémence Robert	Q2980553
Yevhen Hutsalo	Q2993752
Danielle Bleitrach	Q3014954
D. Y. Béchard	Q3022978
Bernhard Gröschel	Q825140
John G. Hemry	Q3029621
Dan Chaon	Q3013030
John Gottman	Q776341
Ludwik Jerzy Kern	Q773303
Augustin von Hammerstetten	Q768167
James W. Pennebaker	Q782814
Ted Gioia	Q769600
Arthur Kopit	Q770566
Károly Aszlányi	Q779476
János Kardos	Q769006
Kenneth Lonergan	Q968840
Nicholas Kristof	Q972107
Gordon Mack	Q975947
David Williamson	Q968980
Elmer Diktonius	Q969743
Jack Gelber	Q973544
Allen Tate	Q975706
Joseph Perl	Q973263
Donald Hall	Q976924
Neil LaBute	Q965498
Gustav Sandgren	Q969252
Charles Bernstein	Q966050
Gail Dines	Q968276
Tadeusz Dołęga-Mostowicz	Q973270
Richard Marcinko	Q977522
Danny Sugerman	Q973947
Jim Fixx	Q973958
Krystyna Kuhn	Q104270
Peter Fleming	Q2605075
Robert R. McCammon	Q2598859
Cecília Meireles	Q2607615
William Harrison	Q2579140
Marc-Uwe Kling	Q104199
Hermann Lübbe	Q104276
Robert Kraft	Q104254
Armin Joseph Deutsch	Q2580033
William Mayne	Q2579910
David Foster	Q2582465
Matthias Bernegger	Q104688
Hermann Boßdorf	Q105047
Ursula Wölfel	Q104645
Fritz Rudolf Fries	Q105026
Clemens Meyer	Q104844
Alfred Coppel	Q2602737
Harry Bernstein	Q2606824
Paul Wislicenus	Q104490
Alfred Gulden	Q104749
Michael Oren	Q2581825
Steven Barnes	Q2594458
Uljana Wolf	Q104634
Yoshiko Uchida	Q2600969
Otto Heinrich von Loeben	Q105016
William F. Nolan	Q2578761
Allan Cole	Q2602846
Melissa de la Cruz	Q2603691
Donn Pearce	Q3036756
Dorothy Bussy	Q3037160
Dorothy Scarborough	Q3037185
Earl Lovelace	Q3046390
Eleanor Catton	Q3050522
Harriet Adams	Q3040664
Donald Henderson Clarke	Q3036033
Douglas Niles	Q3038032
Douglas C. Kenney	Q3038012
Edwin Milton Royle	Q3048797
Elisabeth Sanxay Holding	Q3051104
Doris Miles Disney	Q3037070
Douglass Wallop	Q3038061
Mario Onaindia	Q3045610
Roberto Drummond	Q3045768
Stanton Arthur Coblentz	Q3046383
Eiji Ōtsuka	Q3049381
Roger Lancelyn Green	Q3044868
Edmé Boursault	Q3047696
Knut Faldbakken	Q113265
Johannes Urzidil	Q113626
Eduard Lederer	Q113209
Vladimir Bogoraz	Q113480
Philippe Besson	Q788830
Itzik Manger	Q113310
Herb Gardner	Q113570
Oliver Pötzsch	Q113669
Uday Prakash	Q786046
Konrad Alberti	Q113227
Franzobel	Q113433
Bernhard von Simson	Q113416
Salomon Wininger	Q113323
Rudolf Wolkan	Q113181
Stephen Goldin	Q3498557
Steve Pieczenik	Q3499059
Stuart Woods	Q3500849
Sue Miller	Q3502960
Taichi Yamada	Q3513969
Steve Szilagyi	Q3499135
Susan Straight	Q3505611
Jiří Brdečka	Q3505896
Tatsuhiko Yamagami	Q3516091
Tawni O'Dell	Q3516315
Tahir Shah	Q3513911
Robert Fulghum	Q3491146
Michael Muhammad Knight	Q3499579
Gro Dahle	Q3499771
Suzanne Jacob	Q3505979
Suzanne Martel	Q3506003
Ted Rall	Q3517045
Theresa Rebeck	Q3492077
C. D. Payne	Q3508733
Gloria Naylor	Q3510225
Terri Windling	Q3518754
Sylvie Granotier	Q3507331
Stephen McCauley	Q3498607
Stephen Woodworth	Q3498684
Murray Bail	Q3506620
Theodore Cogswell	Q3523687
Elizabeth George Speare	Q3051227
Enzo Cormann	Q3055536
Fabrice Humbert	Q3063884
Robin McKinley	Q3064461
Michael Boskin	Q979545
Claudia Frieser	Q980368
Eric Puchner	Q3056383
Eusebio Erkiaga	Q3060975
Rasmus Rasmussen	Q979933
Steve Toltz	Q3051849
Emily St. John Mandel	Q3052385
Emma Bull	Q3052446
Emma Clayton	Q3052451
Evelyn Anthony	Q3061379
Elizabeth Gray Vining	Q3051224
Eugène Dayot	Q3059805
Eric L. Harry	Q3056318
Patrick Besson	Q3057265
Raul Pompeia	Q3064910
Thomas Holley Chivers	Q979771
Per Gahrton	Q980319
Marie-Christine Koundja	Q3058245
John Hawkes	Q2627935
Victor Margueritte	Q2616465
Edward S. Ellis	Q2620572
Vernon Lee	Q2669614
Miguel Otero Silva	Q2619780
Reynolds Price	Q2619779
Jonathan Clements	Q2634813
Michael Talbot	Q2639435
Bel Kaufman	Q2654502
Chitra Banerjee Divakaruni	Q2627089
Brian Stableford	Q2631376
Alex Shakar	Q2641512
Louis Uchitelle	Q2645380
Junnosuke Yoshiyuki	Q2660361
Takashi Matsuoka	Q2657294
Justin Somper	Q2627047
Sara Gruen	Q2635762
Allan Weisbecker	Q2647949
Maria Aurèlia Capmany	Q2662356
Donald Harington	Q2679036
Paul Arène	Q2633356
Judith McNaught	Q2664596
Barry Gifford	Q2669574
Ghada al-Samman	Q2612563
Hillary Waugh	Q2635916
Philippe Hériat	Q2659138
Alan Lightman	Q2664403
Georgi Vladimov	Q2609052
Yulia Latynina	Q2627391
J. R. Ackerley	Q2658365
José Américo de Almeida	Q2636676
Taos Amrouche	Q2641050
Michel Buck	Q106933
Bernard Slade	Q822714
Wilhelm Hey	Q106910
Benjamin N. Cardozo	Q817637
Bengt Berg	Q817208
Elizabeth Craft and Sarah Fain	Q3051205
Benjamin Hedericus	Q817533
Bent Vinn Nielsen	Q818213
Robert Hültner	Q106886
August Baumeister	Q106897
Florence Hinckel	Q3073981
Frances Julia Wedgwood	Q3080822
Francis J. Finn	Q3081439
Francis G. Rayer	Q3081442
François Maspero	Q3085338
Richard Wilson	Q3071789
Fanny Fern	Q3066458
John Kessel	Q3066599
Francis de Miomandre	Q3081769
Frank Thomas Bullen	Q3082528
Freidoune Sahebjam	Q3087396
Marie Jeanne Riccoboni	Q3087936
Kamila Shamsie	Q3087962
Frédéric Bourgeois de Mercey	Q3089653
Shungicu Uchida	Q3081347
Lucie Delarue-Mardrus	Q3087508
Roger Vercel	Q3087522
Paul Guth	Q3088192
Ferréz	Q3069763
Francisco Goldman	Q3081853
Frederick Manfred	Q3087137
Françoise Bourdon	Q3086416
Kieran Scott	Q3077566
Stephen Marlowe	Q3080496
Fred Kassak	Q3086866
Fanny Stevenson	Q3066501
Henriette Etiennette Fanny Arnaud Reybaud	Q3066482
Felipe Trigo	Q3068144
Francis Lathom	Q3081539
François Duhourcau	Q3084516
Don Pendleton	Q2718849
Jean Portante	Q2698286
Joseph Boyden	Q2718612
Suzette Haden Elgin	Q2741191
Charles Le Goffic	Q2714608
Alexander Amfiteatrov	Q2705483
John Clellon Holmes	Q2706276
Brandon Mull	Q2743275
Xavier de Montépin	Q2735316
Ellis Kaut	Q106391
Maureen Jennings	Q2679049
Evan S. Connell	Q2693491
Vaikom Muhammad Basheer	Q2737220
Mazo de la Roche	Q2742392
Davis Grubb	Q2742535
Enrique López Albújar	Q2679389
Greg Costikyan	Q2699601
Gilbert Cesbron	Q2714618
Sol Yurick	Q2728476
Agustín Gómez-Arcos	Q2740907
Alex Buzo	Q980887
Edward Channing	Q982865
James Thomson	Q984402
Mitsuru Yūki	Q3548308
Thomas Day	Q3525032
Samuel Eliot Morison	Q982883
Claes Andersson	Q983641
Richard O'Brien	Q982182
Jonas Gardell	Q982351
Matti Rönkä	Q982331
Anton Myrer	Q3564828
Jean-Pierre Bacri	Q981203
Thomas B. Dewey	Q3524877
Thomas Tessier	Q3525611
Toby Olson	Q3530181
Tom Spanbauer	Q3530894
Touré	Q3535581
Don Tapscott	Q984369
Thomas Piccirilli	Q3530842
Naoko Hayashiba	Q3538236
Ubald Paquin	Q3547607
Karel Jonckheere	Q980772
Thierry Lefèvre	Q3524380
Thomas Adolphus Trollope	Q3524854
Tim Dorsey	Q3528626
Tom Purdom	Q3530851
Vendela Vida	Q3555416
Victoria Strauss	Q3557710
Violette Cabesos	Q3560436
Nirad C. Chaudhuri	Q982828
Alain Platel	Q983968
Tomson Highway	Q3531436
Jill Murphy	Q3543777
Tsuneo Tomita	Q3541671
Vincent Message	Q3559743
Ananda Devi	Q2845313
Anaïs Ségalas	Q2845712
Amédée Guiard	Q2844658
André Beaunier	Q2847245
Anaïs Barbeau-Lavalette	Q2845696
Andrew McGahan	Q2846681
Michael Wallner	Q114113
Alfred Kantorowicz	Q121087
Paul Schallück	Q121461
Hermann Schreiber	Q113917
Annemarie Selinko	Q113784
Catherine Colomb	Q121168
Paul Hentzner	Q121209
Adolphe Joanne	Q121559
Anton Bettelheim	Q113794
Otto Soyka	Q113867
Metin Arditi	Q121113
Arno Geiger	Q113757
Leopold Andrian	Q113759
Wanda von Sacher-Masoch	Q113750
Maximilian Bern	Q113939
Alain Claude Sulzer	Q121140
Mira Lobe	Q113764
Fred Breinersdorfer	Q113909
Guido Calabresi	Q121995
Heinrich Noe͏̈	Q113758
Julius Platzmann	Q121138
Vladimir Dimitrijević	Q121804
Mirza Ghalib	Q107000
Elise Krinitz	Q107379
Caio Fernando Abreu	Q2746906
Jörg Rüpke	Q107095
Eugène Demolder	Q2744860
Peter Lund	Q107208
Christoph Marzi	Q107114
Liliʻuokalani	Q107288
Thomas Steinfeld	Q107368
Mary Borden	Q2747263
Jeff Shaara	Q2748902
Adolf Heinrich Ebeling	Q107297
Johann Karl Christoph Nachtigal	Q107275
Hélène de Monferrand	Q2744164
Ebrahim Golestan	Q2746271
George Grosz	Q107194
Markus Manfred Jung	Q106947
Friedrich Gustav Schilling	Q107267
Nikolaus Piper	Q107527
Friedrich Spielhagen	Q106603
Willi Heinrich	Q106608
Birgit Vanderbeke	Q106704
Karl Friedrich Gottlob Wetzel	Q106711
Saxo Grammaticus	Q106837
Fritz Grasshoff	Q106601
Ludwig Aurbacher	Q106617
Marjaleena Lembcke	Q106705
Ivar Aasen	Q106812
May Ayim	Q106655
Johannes Reinelt	Q106686
Frido Mětšk	Q106814
Mirjam Pressler	Q106834
Georg Philipp Schmidt von Lübeck	Q118280
Nicholas II	Q117840
Martin Suter	Q117455
Monique Saint-Hélier	Q117802
Matthias Zschokke	Q117839
Georges Borgeaud	Q118097
Klaus Schädelin	Q117858
Jakob Bosshart	Q117227
August Corrodi	Q117985
Markus Werner	Q118058
Isabelle Kaiser	Q118108
Samuel Haberstich	Q118762
Karl von Perfall	Q118145
Jon Savage	Q117379
Friedrich Glauser	Q117520
Johannes le Francq van Berkhey	Q117688
Barbara Euphan Todd	Q117345
Yelü Chucai	Q117449
Diebold Schilling the Younger	Q117331
Sharadindu Bandyopadhyay	Q117737
Sergei Sukhinov	Q118449
Anna Maria Porter	Q2850561
Antoine Bret	Q2853736
Anya Seton	Q2857861
Armand Lapointe	Q2861896
James McBride	Q2892695
Hans Widmer	Q124621
Ilma Rakusa	Q124694
Antoine Gérin-Lajoie	Q2854044
Arthur Byron Cover	Q2865022
Bernard Simiot	Q2898621
André Lafon	Q2848061
Arnould Galopin	Q2863411
Aurélien Bellanger	Q2872024
Baku Yumemakura	Q2880354
Rebecca Harding Davis	Q2890486
Susan Abulhawa	Q2894558
Ben Travers	Q2895588
Anne Brenon	Q2851000
Anthony Swofford	Q2852984
Antoine Blondin	Q2853698
Asai Ryōi	Q2866305
David J. Skal	Q2891712
Bernard Noël	Q2898397
Bertha Muzzy Bower	Q2899250
Arne Lygre	Q2863292
Phillip Margolin	Q2880806
Adolfo Bezerra de Menezes	Q2900525
Edith Pattou	Q2902491
Rudolf Jakob Humm	Q124623
Laurence Housman	Q2884308
Werner Legère	Q124672
Otto von Greyerz	Q124718
Betsy Byars	Q2900161
Kirsten Bakis	Q2900671
Becky Cloonan	Q2893489
George Schuyler	Q3101906
Gilles Barbedette	Q3106079
Glenda Larke	Q3108728
Tracy Letts	Q984572
Simone Schwarz-Bart	Q3100348
Gail Jones	Q3094367
Alex La Guma	Q984558
George W. M. Reynolds	Q3102010
Gilbert Lascault	Q3105764
Gavriil Troyepolsky	Q984644
Heike B. Görtemaker	Q990917
Geneviève Brisac	Q3100609
George Garnir	Q3101589
Germaine Guèvremont	Q3104190
Júlia Déry	Q986949
Matthäus Apelles von Löwenstern	Q990515
Bruno Streit	Q993849
Gabriel Faure	Q3093739
Gaspard Georges Pescow Cherville	Q3098819
Geneviève Fauconnier	Q3100646
Genzō Murakami	Q3100975
George Abe	Q3101367
Germaine Acremant	Q3104170
Gilbert Bordes	Q3105613
Cerverí de Girona	Q984476
Bruno Ertler	Q993227
Frédérick d'Onaglia	Q3090343
Gene DeWeese	Q3100445
Georges Godefroy	Q3102783
Gillian Tindall	Q3106617
George Zebrowski	Q3102027
Reza Baraheni	Q3098537
Gaétan Soucy	Q3099855
Gennifer Choldenko	Q3100790
Gilda Piersanti	Q3105953
Zoya Pirzad	Q2749547
Adrien Bertrand	Q2825131
Allen Adler	Q2837874
Aaron S. Rosenberg	Q2820084
Aki Misaki	Q2829018
Alan Snow	Q2830588
Marc Spitz	Q2776623
Alan Furst	Q2830508
John G. Cramer	Q2841857
William Pène du Bois	Q2749408
Anthony Doerr	Q2754186
Laurie Halse Anderson	Q2756210
Ace Atkins	Q2822929
Alain Emmanuel Dreuilhe	Q2829779
Alfred Masson-Forestier	Q2835319
Ali Bader	Q2836124
Alka Saraogi	Q2837350
Aluísio Azevedo	Q2840554
Mahipatram Nilkanth	Q2768098
Larry Bond	Q2755947
Graça Aranha	Q2762712
Ahmad Akbarpour	Q2827435
Alex Robinson	Q2833018
Alexandre Najjar	Q2833906
Alice Thomas Ellis	Q2836676
Núria Añó	Q2757124
Frederic Tuten	Q2793520
Joh Sasaki	Q2817193
Achille Essebac	Q2823062
Alice Zeniter	Q2836679
Brooks Adams	Q929695
Ray Cooney	Q939790
Gösta Ågren	Q956350
Francis Schaeffer	Q958594
Michael Herr	Q937835
Selim Temo	Q942009
Ernest Becker	Q938094
Philip Reeve	Q937084
Oskar Braaten	Q947303
W. Richard Stevens	Q949125
Julian Stryjkowski	Q960370
Manuel de Seabra	Q926650
Philipp Christiaan Molhuysen	Q931073
Patrick Marber	Q934640
Julià Guillamon	Q942442
Geert Mak	Q943694
Halfdan Rasmussen	Q961924
Władysław Matuszkiewicz	Q929038
Viktor Paskov	Q929665
Nigel Calder	Q936291
Giovanni Battista Scaramelli	Q944774
Samuel Leib Zitron	Q944922
Imme Dros	Q956626
Gustav Storm	Q962296
Ludo Martens	Q932190
Per Sivle	Q936269
Jeroen Brouwers	Q944323
Carol Bolt	Q952868
Knud Romer	Q956042
Nikola Vaptsarov	Q956441
Warren Farrell	Q963920
José María Pemán	Q964355
John D. Voelker	Q3181316
Robert Elegant	Q3182481
Joan Brady	Q3179562
John Boyd	Q3181114
Berthold Haendcke	Q827897
József Borovnyák	Q835330
Jirō Nitta	Q3179274
Herman de Coninck	Q834570
Jón Thoroddsen elder	Q835627
Jeffrey Konvitz	Q3176703
John Cecil Masterman	Q3181197
Jon Cleary	Q3183180
Bert Rebhandl	Q827434
Judah ben Asher	Q828097
Jeanne Cordelier	Q3176018
Jennifer Crusie	Q3177043
Jocelyne Saucier	Q3179881
Johanna Skibsrud	Q3180678
Bert Bailey	Q827300
Jesmyn Ward	Q3177574
Berthold Sigismund	Q828052
Jocelyne François	Q3179868
Akira	Q4674707
Aaron Krach	Q4662159
Abhijit Bhaduri	Q4667395
Abidemi Sanusi	Q4667598
Arthur St. John Adcock	Q4668871
Adam Johnson	Q4679309
Adeline Knapp	Q4681961
Adèle Geras	Q4686975
Ahmed Khaled Tawfik	Q4695887
Ahmad Mahmoud	Q4695410
Adam Foulds	Q4679075
A. E. Coppard	Q4647724
A. N. Wilson	Q4648203
Abby Denson	Q4664450
Afrânio Peixoto	Q4690359
A. Manette Ansay	Q4648168
A. L. McCann	Q4648075
Yomi Hirasaka	Q4674189
J. Robert Lennon	Q4678445
Adam Niswander	Q4679552
Agnes Giberne	Q4693039
Agnes Newton Keith	Q4693095
Aaron Edward Hotchner	Q4647725
Aberjhani	Q4667117
Abigail Tarttelin	Q4667717
Adam-Troy Castro	Q4678594
Adam Christopher	Q4678852
Adam Rapp	Q4679649
Agustus Montrose	Q4694643
A. M. Jenkins	Q4648126
Adam McCune	Q4679463
Abd al-Khaliq al-Rikabi	Q4664756
Rebecca Brown	Q3110553
Gordon Eklund	Q3110895
Guy Vanderhaeghe	Q3122199
Gérald Bronner	Q3123596
Haruo Yamashita	Q3128009
James Kirkwood, Jr.	Q3110308
Guido Cervo	Q3119422
Henry Farrell	Q3132775
Sir Herbert Croft, 5th Baronet	Q3133445
Jack Du Brul	Q4114325
Gloria E. Anzaldúa	Q3109110
Guy Konopnicki	Q3121889
Marijane Meaker	Q3122920
Henri Beauclair	Q3130643
Guy d'Arcangues	Q3122229
Ruth Park	Q3116934
Yukio Aoshima	Q3119116
Gérard Bouchard	Q3123783
Henry de La Vaulx	Q3133198
Victor Koman	Q4111021
Benjamin Constant	Q123089
Juliana Berners	Q123085
Volker Kutscher	Q123108
Jörg Blech	Q123156
Eva Heller	Q123204
Christian Kracht	Q123242
Erik Neutsch	Q123189
Achim Wagner	Q123217
Jeanne Hersch	Q123140
Conrad Ferdinand Meyer	Q123261
Dirk Seliger	Q123201
Alfred Schirokauer	Q122172
Frédéric Bettex	Q125196
Josef Reinhart	Q125412
Melinda Nadj Abonji	Q124911
Albert Hofmann	Q122338
Marie-Aude Murail	Q122591
Ralph Dutli	Q122622
Daniele Ganser	Q124784
Jan Weiler	Q125379
Jakob Bührer	Q125388
Víctor Jara	Q125133
Annette Langen	Q124779
Jakob Streit	Q124918
Richard Francis Burton	Q125057
Linard Bardill	Q122111
Beat Glogger	Q122458
Dieter Forte	Q124723
Placidus a Spescha	Q122134
Edouard Rod	Q122356
Wolfgang Zdral	Q125231
Valentin Senger	Q122319
Manfred Bieler	Q122615
Ivo of Chartres	Q124775
Gregory IX	Q124831
Franz Hohler	Q124949
Rudolf Doehn	Q122637
Khairy Shalaby	Q4116072
Dima Wannous	Q4118658
Michał Grabowski	Q4147301
Charles Romeyn Dake	Q4156847
Ravindra Prabhat	Q4170763
Dafydd ab Hugh	Q4172119
George Allan England	Q4200617
Ichiei Ishibumi	Q4203776
Lucy Clifford	Q4223985
Greg Cox	Q4227430
Paul Jennings	Q4160173
Hugh B. Cave	Q4218946
Haidar Haidar	Q4120010
Penn Jillette	Q4129653
Ramez Naam	Q4177760
Gholam-Hossein Sa'edi	Q4122123
Joseph Greene	Q4149552
Isabella Grinevskaya	Q4149630
Jaafar Modarres-Sadeghi	Q4165727
Caitlín R. Kiernan	Q4221522
Mary Robinette Kowal	Q4225496
Francisco Pérez Gandul	Q4133240
José María de Pereda	Q4115628
Michail Elizarov	Q4174878
Egerton Castle	Q4216886
Craig Clevenger	Q4118164
Robert Spencer Carr	Q4215996
Michael Koser	Q123264
Otto Ernst	Q123291
Alain de Botton	Q123273
Friedrich Ani	Q123281
Dan Gordon	Q3696450
Ibn-e-Safi	Q3695576
Dawn Powell	Q3703786
Frank Mentzer	Q3751877
Akimitsu Takagi	Q4701037
Chōhei Kambayashi	Q3676179
Nanak Singh	Q3696295
Alan Brien	Q4706242
Concha Espina	Q3751269
Tod Robbins	Q3679108
Dale Furutani	Q3701016
Elizabeth Jane Howard	Q3723404
Ellen Hopkins	Q3723492
Alan Armstrong	Q4706077
Carlos Rojas	Q3750965
Norman Lewis	Q3740646
Donald Bain	Q3713619
Colleen Gleason	Q3682835
Patrick deWitt	Q3702063
Matthew Stadler	Q3728594
Aimee Friedman	Q4697136
Elizabeth Hay	Q3723401
Darwin Teilhet	Q3702863
Daryl Gregory	Q3702879
David Niall Wilson	Q3703277
Diane Hoh	Q3706772
Doina Ruști	Q3712567
Akhil Sharma	Q4700740
Eric James Stone	Q3731488
Cynthia Asquith	Q3699902
Al Sarrantonio	Q4704764
Ken St. Andre	Q3195092
Kiyoshi Shigematsu	Q3197667
Jon Edward Martin	Q3183213
Joseph Poisle Desgranges	Q3185504
Joyce Maynard	Q3187233
Joël Dicker	Q3187395
Natsuko Kuroda	Q3208067
Larry Brown	Q3218029
Jonathan Raymond	Q3183444
Larry Tremblay	Q3218111
Laura Kasischke	Q3218695
